1.000000000000000000e+00 2.142261400000000093e-01
1.000000000000000000e+00 9.730375999999999470e-01
1.000000000000000000e+00 1.046385499999999968e+00
1.000000000000000000e+00 1.061235380000000061e+00
1.000000000000000000e+00 1.431346079999999965e+00
1.000000000000000000e+00 1.766329660000000024e+00
3.000000000000000000e+00 1.766358419999999985e+00
3.000000000000000000e+00 1.766359500000000082e+00
1.000000000000000000e+00 2.575274180000000079e+00
1.000000000000000000e+00 3.100161320000000220e+00
1.000000000000000000e+00 3.308404100000000181e+00
1.000000000000000000e+00 3.531095300000000048e+00
1.000000000000000000e+00 3.653973179999999932e+00
1.000000000000000000e+00 3.738672900000000077e+00
1.000000000000000000e+00 4.105768440000000297e+00
1.000000000000000000e+00 4.377073819999999671e+00
1.000000000000000000e+00 4.571033700000000088e+00
1.000000000000000000e+00 4.638389919999999833e+00
1.000000000000000000e+00 5.191638560000000346e+00
1.000000000000000000e+00 5.668842859999999817e+00
1.000000000000000000e+00 5.673618959999999767e+00
3.000000000000000000e+00 5.673621920000000429e+00
1.000000000000000000e+00 5.678765440000000275e+00
1.000000000000000000e+00 6.491834419999999994e+00
1.000000000000000000e+00 6.615242539999999671e+00
1.000000000000000000e+00 6.992394960000000381e+00
1.000000000000000000e+00 7.260472980000000298e+00
1.000000000000000000e+00 7.458353920000000414e+00
1.000000000000000000e+00 7.573419819999999802e+00
1.000000000000000000e+00 7.762613540000000256e+00
1.000000000000000000e+00 7.963664160000000436e+00
1.000000000000000000e+00 8.397440339999999281e+00
3.000000000000000000e+00 8.397440400000000693e+00
3.000000000000000000e+00 8.397445619999999167e+00
1.000000000000000000e+00 8.458008100000000695e+00
1.000000000000000000e+00 8.554645239999999262e+00
1.000000000000000000e+00 8.955763400000000374e+00
1.000000000000000000e+00 9.422867959999999599e+00
1.000000000000000000e+00 9.528892519999999422e+00
3.000000000000000000e+00 9.528897439999999719e+00
1.000000000000000000e+00 9.674600299999999820e+00
1.000000000000000000e+00 9.706657560000000018e+00
1.000000000000000000e+00 1.061988507999999953e+01
1.000000000000000000e+00 1.077425228000000068e+01
1.000000000000000000e+00 1.082299302000000019e+01
1.000000000000000000e+00 1.082832104000000051e+01
1.000000000000000000e+00 1.102645713999999977e+01
1.000000000000000000e+00 1.111052134000000002e+01
3.000000000000000000e+00 1.111057596000000025e+01
1.000000000000000000e+00 1.176297231999999937e+01
1.000000000000000000e+00 1.203726026000000005e+01
1.000000000000000000e+00 1.226946032000000031e+01
1.000000000000000000e+00 1.248210755999999932e+01
1.000000000000000000e+00 1.354620401999999935e+01
1.000000000000000000e+00 1.357964987999999984e+01
1.000000000000000000e+00 1.364409047999999913e+01
1.000000000000000000e+00 1.416719329999999921e+01
3.000000000000000000e+00 1.416719529999999949e+01
1.000000000000000000e+00 1.425923947999999974e+01
1.000000000000000000e+00 1.472053499999999993e+01
1.000000000000000000e+00 1.743585432000000068e+01
1.000000000000000000e+00 1.752712775999999906e+01
1.000000000000000000e+00 1.756551411999999956e+01
1.000000000000000000e+00 1.772522392000000124e+01
3.000000000000000000e+00 1.772522843999999864e+01
1.000000000000000000e+00 1.837665511999999879e+01
3.000000000000000000e+00 1.837665574000000035e+01
3.000000000000000000e+00 1.837669963999999823e+01
1.000000000000000000e+00 1.895717988000000176e+01
1.000000000000000000e+00 1.919049206000000041e+01
1.000000000000000000e+00 1.947233681999999888e+01
1.000000000000000000e+00 1.987851463999999879e+01
1.000000000000000000e+00 1.999211827999999969e+01
1.000000000000000000e+00 2.050472781999999938e+01
1.000000000000000000e+00 2.055932183999999907e+01
1.000000000000000000e+00 2.076954953999999987e+01
1.000000000000000000e+00 2.078428145999999899e+01
1.000000000000000000e+00 2.087310480000000013e+01
1.000000000000000000e+00 2.089219775999999840e+01
1.000000000000000000e+00 2.117381629999999859e+01
1.000000000000000000e+00 2.127664568000000145e+01
1.000000000000000000e+00 2.196573572000000141e+01
1.000000000000000000e+00 2.200398884000000166e+01
1.000000000000000000e+00 2.217958772000000067e+01
1.000000000000000000e+00 2.229483644000000098e+01
1.000000000000000000e+00 2.246397782000000021e+01
1.000000000000000000e+00 2.248069867999999971e+01
1.000000000000000000e+00 2.306310941999999997e+01
1.000000000000000000e+00 2.323113289999999864e+01
1.000000000000000000e+00 2.323808551999999850e+01
3.000000000000000000e+00 2.351315007999999906e+01
1.000000000000000000e+00 2.359086908000000093e+01
1.000000000000000000e+00 2.371340632000000070e+01
1.000000000000000000e+00 2.409482241999999985e+01
1.000000000000000000e+00 2.412409017999999961e+01
1.000000000000000000e+00 2.417852853999999851e+01
1.000000000000000000e+00 2.426994961999999845e+01
1.000000000000000000e+00 2.449162985999999975e+01
3.000000000000000000e+00 2.449163382000000055e+01
1.000000000000000000e+00 2.452721903999999853e+01
1.000000000000000000e+00 2.454870615999999828e+01
1.000000000000000000e+00 2.469124611999999885e+01
1.000000000000000000e+00 2.484721258000000077e+01
1.000000000000000000e+00 2.503725827999999964e+01
1.000000000000000000e+00 2.511125945999999942e+01
1.000000000000000000e+00 2.513552264000000136e+01
1.000000000000000000e+00 2.600811926000000085e+01
1.000000000000000000e+00 2.616137287999999828e+01
1.000000000000000000e+00 2.679117061999999905e+01
1.000000000000000000e+00 2.683587999999999951e+01
1.000000000000000000e+00 2.689761531999999988e+01
1.000000000000000000e+00 2.709309786000000031e+01
1.000000000000000000e+00 2.748233397999999994e+01
3.000000000000000000e+00 2.748233835999999997e+01
1.000000000000000000e+00 2.794404405999999952e+01
3.000000000000000000e+00 2.794404532000000074e+01
1.000000000000000000e+00 2.829631181999999967e+01
1.000000000000000000e+00 2.831555450000000107e+01
1.000000000000000000e+00 2.838981087999999886e+01
