1	0.39784998
1	0.79412744
1	1.02267198
1	1.13258698
1	1.48754158
1	1.70576006
1	1.93925448
1	2.21013322
1	2.29795420
1	2.36678642
1	2.38504646
1	2.54271796
1	2.55396480
1	2.61665602
1	3.33953670
1	3.40894686
1	3.65042656
1	4.06248852
1	4.72938816
1	4.98336862
1	5.02746972
1	5.02978088
1	5.14149072
1	5.20023286
1	5.22475612
1	5.57098600
1	5.63643506
1	6.91255516
1	7.50477332
1	7.64523370
1	7.65949052
1	7.67650566
1	7.76246790
1	7.76653938
1	8.70923024
1	9.00084072
1	9.22697470
1	9.34647234
1	9.44912956
1	9.52285480
1	9.59061502
1	9.61242288
1	9.69516156
1	9.98912790
1	10.04315072
1	10.09191664
1	10.27113408
1	10.35734962
1	10.50224168
1	10.53875954
1	10.58053922
1	10.94896228
1	10.97219192
1	11.10980706
1	11.44573820
1	11.54238454
1	11.57256814
1	11.83935246
1	12.03375138
1	12.28981038
1	12.34133160
1	12.64286990
1	13.46829020
1	14.00313792
1	14.07745624
1	14.19895690
1	14.21450868
1	14.30087364
1	14.46916232
1	14.47327686
1	15.30852148
1	15.58496276
1	15.67741106
1	16.45112856
1	16.86571470
1	16.91073686
1	17.42879232
1	17.61628684
1	18.05647200
1	18.05871100
1	18.28461322
1	18.37220680
1	18.39644796
1	18.40155478
1	18.49445738
1	18.93670294
1	19.01299114
1	19.09830568
1	19.19896514
1	19.33664418
1	19.54307978
1	19.97542940
1	20.73340590
1	20.84047902
1	20.87972278
1	21.11130182
1	21.54703972
1	21.63135674
1	22.10600726
1	22.42550360
1	22.54110460
1	22.96256746
1	23.01963046
1	23.25472888
1	24.29046114
1	24.35552524
1	24.49291682
1	24.79140716
1	24.89479414
1	25.17375826
1	25.25999536
1	25.33780480
1	25.57922522
1	26.30529882
1	26.58709404
1	26.74891948
1	26.80040310
1	27.93429470
1	28.22412124
1	28.45059700
1	28.56608292
1	28.65120302
1	28.97588310
1	29.03362176
1	29.38610402
1	29.55495670
1	29.93365644
1	30.19581204
1	30.36315984
1	30.68968092
1	30.89796796
1	30.97131732
1	31.25149668
1	31.82521192
1	32.02395340
1	32.03271710
1	32.15808648
1	32.43042272
1	32.70913856
1	33.26342504
1	33.44978420
1	33.45193186
1	33.62674634
1	33.78942638
1	33.86794858
1	34.44326630
1	34.71704548
1	34.81280142
1	35.50477954
1	35.63305270
1	35.94992610
1	36.20431352
1	36.24199480
1	36.33757020
1	36.38487826
1	36.41852748
1	36.84831570
1	37.19608346
1	37.26788044
1	37.63843326
1	38.24840130
